event,movement_type_reach,ID,A,W,feedbackMode,buffer,reaching_count,outs_count,indication,count
clickUp,pause,6.0,672,21,none,0,2,1,barspace,7
clickUp,pause,6.0,672,21,none,0,2,1,click,6
clickUp,pause,6.0,672,21,none,0,2,2,barspace,2
clickUp,pause,6.0,672,21,none,0,4,3,barspace,1
reaching,pause,2.5025003405291835,238,84,green,0,1,0,barspace,1
reaching,pause,2.5025003405291835,238,84,green,0,1,0,click,2
reaching,pause,2.5025003405291835,238,84,green,0,2,1,barspace,1
reaching,pause,2.5025003405291835,238,84,green,15,1,0,click,2
reaching,pause,2.5025003405291835,238,84,none,0,1,0,click,2
reaching,pause,2.5025003405291835,238,84,none,0,2,1,click,1
reaching,pause,3.0,336,84,green,0,1,0,click,2
reaching,pause,3.0,336,84,green,15,1,0,click,1
reaching,pause,3.0,336,84,none,0,2,1,barspace,2
reaching,pause,3.5025003405291835,238,42,green,0,1,0,barspace,1
reaching,pause,3.5025003405291835,238,42,green,15,1,0,barspace,2
reaching,pause,3.5025003405291835,238,42,green,15,1,0,click,2
reaching,pause,3.5025003405291835,238,42,green,15,2,1,click,1
reaching,pause,3.5025003405291835,238,42,none,0,1,0,barspace,1
reaching,pause,3.5025003405291835,238,42,none,0,1,0,click,1
reaching,pause,4.0,336,42,green,15,1,0,barspace,1
reaching,pause,4.0,336,42,green,15,1,0,click,2
reaching,pause,4.0,336,42,none,0,1,0,barspace,1
reaching,pause,4.0,336,42,none,0,1,0,click,2
reaching,pause,4.0,336,42,none,0,1,1,barspace,1
reaching,pause,4.0,336,42,none,0,2,2,click,1
reaching,pause,4.0,672,84,green,15,1,0,barspace,1
reaching,pause,4.0,672,84,none,0,1,0,barspace,1
reaching,pause,4.0,672,84,none,0,2,1,barspace,1
reaching,pause,4.502500340529183,238,21,green,0,1,0,barspace,1
reaching,pause,4.502500340529183,238,21,green,0,1,0,click,2
reaching,pause,4.502500340529183,238,21,green,0,2,2,click,1
reaching,pause,4.502500340529183,238,21,green,15,1,0,barspace,3
reaching,pause,4.502500340529183,238,21,green,15,1,0,click,1
reaching,pause,4.502500340529183,238,21,green,15,2,1,barspace,1
reaching,pause,4.502500340529183,238,21,none,0,1,0,barspace,4
reaching,pause,4.502500340529183,238,21,none,0,1,0,click,2
reaching,pause,4.502500340529183,238,21,none,0,1,1,click,1
reaching,pause,5.0,336,21,green,0,1,0,barspace,3
reaching,pause,5.0,336,21,green,0,1,0,click,5
reaching,pause,5.0,336,21,green,0,2,1,click,1
reaching,pause,5.0,336,21,green,15,1,0,barspace,3
reaching,pause,5.0,336,21,green,15,1,0,click,5
reaching,pause,5.0,336,21,none,0,1,0,barspace,2
reaching,pause,5.0,336,21,none,0,1,0,click,2
reaching,pause,5.0,336,21,none,0,2,1,click,1
reaching,pause,5.0,672,42,green,0,1,0,barspace,1
reaching,pause,5.0,672,42,green,0,1,0,click,1
reaching,pause,5.0,672,42,green,0,2,1,barspace,1
reaching,pause,5.0,672,42,green,0,2,1,click,1
reaching,pause,5.0,672,42,green,15,1,0,barspace,1
reaching,pause,5.0,672,42,green,15,1,0,click,1
reaching,pause,5.0,672,42,green,15,1,1,click,1
reaching,pause,5.0,672,42,green,15,2,1,click,1
reaching,pause,5.0,672,42,none,0,1,0,barspace,2
reaching,pause,5.0,672,42,none,0,2,1,barspace,2
reaching,pause,6.0,672,21,green,0,1,0,barspace,1
reaching,pause,6.0,672,21,green,0,1,0,click,3
reaching,pause,6.0,672,21,green,0,2,1,barspace,2
reaching,pause,6.0,672,21,green,0,2,1,click,1
reaching,pause,6.0,672,21,green,15,1,0,barspace,5
reaching,pause,6.0,672,21,green,15,1,0,click,4
reaching,pause,6.0,672,21,none,0,1,0,barspace,3
reaching,pause,6.0,672,21,none,0,1,0,click,3
reaching,pause,6.0,672,21,none,0,1,1,barspace,2
reaching,pause,6.0,672,21,none,0,2,1,click,2
reaching,rapid,5.0,336,21,green,0,1,0,click,1
reaching,rapid+slow,2.5025003405291835,238,84,green,0,1,0,barspace,9
reaching,rapid+slow,2.5025003405291835,238,84,green,0,1,0,click,19
reaching,rapid+slow,2.5025003405291835,238,84,green,0,1,1,barspace,4
reaching,rapid+slow,2.5025003405291835,238,84,green,15,1,0,barspace,15
reaching,rapid+slow,2.5025003405291835,238,84,green,15,1,0,click,14
reaching,rapid+slow,2.5025003405291835,238,84,green,15,1,1,barspace,1
reaching,rapid+slow,2.5025003405291835,238,84,none,0,1,0,barspace,13
reaching,rapid+slow,2.5025003405291835,238,84,none,0,1,0,click,8
reaching,rapid+slow,2.5025003405291835,238,84,none,0,1,1,barspace,3
reaching,rapid+slow,2.5025003405291835,238,84,none,0,2,1,click,1
reaching,rapid+slow,3.0,336,84,green,0,1,0,barspace,8
reaching,rapid+slow,3.0,336,84,green,0,1,0,click,12
reaching,rapid+slow,3.0,336,84,green,0,2,2,click,1
reaching,rapid+slow,3.0,336,84,green,15,1,0,barspace,12
reaching,rapid+slow,3.0,336,84,green,15,1,0,click,15
reaching,rapid+slow,3.0,336,84,green,15,1,1,barspace,2
reaching,rapid+slow,3.0,336,84,green,15,2,1,click,1
reaching,rapid+slow,3.0,336,84,none,0,1,0,barspace,12
reaching,rapid+slow,3.0,336,84,none,0,1,0,click,9
reaching,rapid+slow,3.0,336,84,none,0,1,1,barspace,1
reaching,rapid+slow,3.0,336,84,none,0,1,1,click,1
reaching,rapid+slow,3.0,336,84,none,0,2,1,barspace,1
reaching,rapid+slow,3.5025003405291835,238,42,green,0,1,0,barspace,6
reaching,rapid+slow,3.5025003405291835,238,42,green,0,1,0,click,4
reaching,rapid+slow,3.5025003405291835,238,42,green,15,1,0,barspace,3
reaching,rapid+slow,3.5025003405291835,238,42,green,15,1,0,click,8
reaching,rapid+slow,3.5025003405291835,238,42,none,0,1,0,barspace,2
reaching,rapid+slow,3.5025003405291835,238,42,none,0,1,0,click,3
reaching,rapid+slow,3.5025003405291835,238,42,none,0,1,1,barspace,1
reaching,rapid+slow,3.5025003405291835,238,42,none,0,1,1,click,2
reaching,rapid+slow,4.0,336,42,green,0,1,0,barspace,4
reaching,rapid+slow,4.0,336,42,green,0,1,0,click,4
reaching,rapid+slow,4.0,336,42,green,15,1,0,barspace,2
reaching,rapid+slow,4.0,336,42,green,15,1,0,click,3
reaching,rapid+slow,4.0,336,42,none,0,1,0,barspace,4
reaching,rapid+slow,4.0,336,42,none,0,1,0,click,3
reaching,rapid+slow,4.0,336,42,none,0,1,1,click,1
reaching,rapid+slow,4.0,672,84,green,0,1,0,barspace,4
reaching,rapid+slow,4.0,672,84,green,0,1,0,click,14
reaching,rapid+slow,4.0,672,84,green,15,1,0,barspace,12
reaching,rapid+slow,4.0,672,84,green,15,1,0,click,13
reaching,rapid+slow,4.0,672,84,green,15,1,1,barspace,1
reaching,rapid+slow,4.0,672,84,none,0,1,0,barspace,6
reaching,rapid+slow,4.0,672,84,none,0,1,0,click,7
reaching,rapid+slow,4.0,672,84,none,0,1,1,click,1
reaching,rapid+slow,4.0,672,84,none,0,2,1,barspace,1
reaching,rapid+slow,4.502500340529183,238,21,green,0,1,0,barspace,3
reaching,rapid+slow,4.502500340529183,238,21,green,0,1,1,barspace,2
reaching,rapid+slow,4.502500340529183,238,21,green,15,1,0,barspace,3
reaching,rapid+slow,4.502500340529183,238,21,green,15,1,0,click,1
reaching,rapid+slow,4.502500340529183,238,21,none,0,1,0,click,1
reaching,rapid+slow,4.502500340529183,238,21,none,0,1,1,barspace,2
reaching,rapid+slow,5.0,336,21,green,0,1,0,click,2
reaching,rapid+slow,5.0,336,21,green,15,1,0,barspace,1
reaching,rapid+slow,5.0,336,21,green,15,1,0,click,2
reaching,rapid+slow,5.0,336,21,none,0,1,0,barspace,5
reaching,rapid+slow,5.0,336,21,none,0,1,0,click,1
reaching,rapid+slow,5.0,336,21,none,0,1,1,barspace,2
reaching,rapid+slow,5.0,336,21,none,0,2,1,barspace,1
reaching,rapid+slow,5.0,672,42,green,0,1,0,barspace,4
reaching,rapid+slow,5.0,672,42,green,0,1,0,click,4
reaching,rapid+slow,5.0,672,42,green,15,1,0,barspace,6
reaching,rapid+slow,5.0,672,42,green,15,1,0,click,7
reaching,rapid+slow,5.0,672,42,none,0,1,0,barspace,3
reaching,rapid+slow,5.0,672,42,none,0,1,0,click,6
reaching,rapid+slow,5.0,672,42,none,0,2,1,barspace,1
reaching,rapid+slow,6.0,672,21,green,0,1,0,barspace,2
reaching,rapid+slow,6.0,672,21,green,0,1,0,click,4
reaching,rapid+slow,6.0,672,21,green,0,1,1,barspace,1
reaching,rapid+slow,6.0,672,21,green,15,1,0,click,6
reaching,rapid+slow,6.0,672,21,none,0,1,0,barspace,1
reaching,slow,2.5025003405291835,238,84,green,0,1,0,barspace,3
reaching,slow,2.5025003405291835,238,84,green,0,1,0,click,4
reaching,slow,2.5025003405291835,238,84,green,0,1,1,barspace,1
reaching,slow,2.5025003405291835,238,84,green,15,1,0,barspace,3
reaching,slow,2.5025003405291835,238,84,green,15,1,0,click,7
reaching,slow,2.5025003405291835,238,84,none,0,1,0,barspace,1
reaching,slow,2.5025003405291835,238,84,none,0,1,0,click,3
reaching,slow,2.5025003405291835,238,84,none,0,1,1,barspace,1
reaching,slow,2.5025003405291835,238,84,none,0,1,1,click,1
reaching,slow,2.5025003405291835,238,84,none,0,2,1,barspace,1
reaching,slow,3.0,336,84,green,0,1,0,barspace,1
reaching,slow,3.0,336,84,green,0,1,0,click,1
reaching,slow,3.0,336,84,green,0,1,1,barspace,1
reaching,slow,3.0,336,84,green,15,1,0,barspace,5
reaching,slow,3.0,336,84,green,15,1,0,click,5
reaching,slow,3.0,336,84,none,0,1,0,click,1
reaching,slow,3.5025003405291835,238,42,green,0,1,0,barspace,4
reaching,slow,3.5025003405291835,238,42,green,0,1,0,click,12
reaching,slow,3.5025003405291835,238,42,green,0,1,1,barspace,2
reaching,slow,3.5025003405291835,238,42,green,0,1,1,click,1
reaching,slow,3.5025003405291835,238,42,green,0,2,1,barspace,2
reaching,slow,3.5025003405291835,238,42,green,0,2,2,barspace,1
reaching,slow,3.5025003405291835,238,42,green,15,1,0,barspace,12
reaching,slow,3.5025003405291835,238,42,green,15,1,0,click,7
reaching,slow,3.5025003405291835,238,42,green,15,1,1,click,1
reaching,slow,3.5025003405291835,238,42,none,0,1,0,barspace,8
reaching,slow,3.5025003405291835,238,42,none,0,1,0,click,10
reaching,slow,3.5025003405291835,238,42,none,0,1,1,barspace,3
reaching,slow,3.5025003405291835,238,42,none,0,1,1,click,1
reaching,slow,3.5025003405291835,238,42,none,0,2,1,barspace,2
reaching,slow,3.5025003405291835,238,42,none,0,2,1,click,1
reaching,slow,4.0,336,42,green,0,1,0,barspace,12
reaching,slow,4.0,336,42,green,0,1,0,click,11
reaching,slow,4.0,336,42,green,0,1,1,click,1
reaching,slow,4.0,336,42,green,0,2,1,barspace,2
reaching,slow,4.0,336,42,green,0,2,1,click,3
reaching,slow,4.0,336,42,green,15,1,0,barspace,15
reaching,slow,4.0,336,42,green,15,1,0,click,9
reaching,slow,4.0,336,42,green,15,1,1,click,1
reaching,slow,4.0,336,42,none,0,1,0,barspace,6
reaching,slow,4.0,336,42,none,0,1,0,click,7
reaching,slow,4.0,336,42,none,0,1,1,barspace,1
reaching,slow,4.0,336,42,none,0,2,1,barspace,1
reaching,slow,4.0,336,42,none,0,2,1,click,1
reaching,slow,4.0,336,42,none,0,3,2,barspace,1
reaching,slow,4.0,336,42,none,0,3,3,barspace,1
reaching,slow,4.0,672,84,green,0,1,0,barspace,2
reaching,slow,4.0,672,84,green,0,1,0,click,4
reaching,slow,4.0,672,84,green,0,1,1,barspace,1
reaching,slow,4.0,672,84,green,15,1,0,barspace,2
reaching,slow,4.0,672,84,green,15,1,0,click,4
reaching,slow,4.0,672,84,green,15,2,1,barspace,1
reaching,slow,4.0,672,84,none,0,1,0,barspace,2
reaching,slow,4.0,672,84,none,0,1,0,click,8
reaching,slow,4.0,672,84,none,0,2,1,barspace,5
reaching,slow,4.0,672,84,none,0,2,1,click,2
reaching,slow,4.502500340529183,238,21,green,0,1,0,barspace,13
reaching,slow,4.502500340529183,238,21,green,0,1,0,click,16
reaching,slow,4.502500340529183,238,21,green,0,1,1,barspace,1
reaching,slow,4.502500340529183,238,21,green,0,1,1,click,4
reaching,slow,4.502500340529183,238,21,green,0,2,1,barspace,4
reaching,slow,4.502500340529183,238,21,green,0,2,1,click,2
reaching,slow,4.502500340529183,238,21,green,0,3,2,barspace,1
reaching,slow,4.502500340529183,238,21,green,0,4,3,barspace,1
reaching,slow,4.502500340529183,238,21,green,15,1,0,barspace,13
reaching,slow,4.502500340529183,238,21,green,15,1,0,click,14
reaching,slow,4.502500340529183,238,21,green,15,1,1,click,1
reaching,slow,4.502500340529183,238,21,green,15,2,1,barspace,1
reaching,slow,4.502500340529183,238,21,green,15,2,1,click,2
reaching,slow,4.502500340529183,238,21,none,0,1,0,barspace,15
reaching,slow,4.502500340529183,238,21,none,0,1,0,click,12
reaching,slow,4.502500340529183,238,21,none,0,1,1,barspace,1
reaching,slow,4.502500340529183,238,21,none,0,1,1,click,2
reaching,slow,4.502500340529183,238,21,none,0,2,1,barspace,5
reaching,slow,4.502500340529183,238,21,none,0,2,1,click,4
reaching,slow,4.502500340529183,238,21,none,0,2,2,barspace,2
reaching,slow,5.0,336,21,green,0,1,0,barspace,17
reaching,slow,5.0,336,21,green,0,1,0,click,14
reaching,slow,5.0,336,21,green,0,1,1,barspace,1
reaching,slow,5.0,336,21,green,0,1,1,click,2
reaching,slow,5.0,336,21,green,0,2,1,barspace,4
reaching,slow,5.0,336,21,green,0,2,1,click,3
reaching,slow,5.0,336,21,green,15,1,0,barspace,13
reaching,slow,5.0,336,21,green,15,1,0,click,13
reaching,slow,5.0,336,21,green,15,1,1,barspace,1
reaching,slow,5.0,336,21,none,0,1,0,barspace,7
reaching,slow,5.0,336,21,none,0,1,0,click,15
reaching,slow,5.0,336,21,none,0,1,1,barspace,1
reaching,slow,5.0,336,21,none,0,1,1,click,1
reaching,slow,5.0,336,21,none,0,2,1,barspace,3
reaching,slow,5.0,336,21,none,0,2,1,click,2
reaching,slow,5.0,336,21,none,0,3,2,click,1
reaching,slow,5.0,336,21,none,0,3,3,barspace,1
reaching,slow,5.0,672,42,green,0,1,0,barspace,11
reaching,slow,5.0,672,42,green,0,1,0,click,4
reaching,slow,5.0,672,42,green,0,2,1,barspace,2
reaching,slow,5.0,672,42,green,0,2,1,click,3
reaching,slow,5.0,672,42,green,0,3,2,click,1
reaching,slow,5.0,672,42,green,15,1,0,barspace,8
reaching,slow,5.0,672,42,green,15,1,0,click,8
reaching,slow,5.0,672,42,green,15,2,1,barspace,1
reaching,slow,5.0,672,42,none,0,1,0,barspace,6
reaching,slow,5.0,672,42,none,0,1,0,click,5
reaching,slow,5.0,672,42,none,0,2,1,barspace,3
reaching,slow,5.0,672,42,none,0,2,1,click,1
reaching,slow,6.0,672,21,green,0,1,0,barspace,13
reaching,slow,6.0,672,21,green,0,1,0,click,14
reaching,slow,6.0,672,21,green,0,1,1,barspace,2
reaching,slow,6.0,672,21,green,0,1,1,click,3
reaching,slow,6.0,672,21,green,0,2,1,barspace,6
reaching,slow,6.0,672,21,green,0,2,1,click,1
reaching,slow,6.0,672,21,green,15,1,0,barspace,13
reaching,slow,6.0,672,21,green,15,1,0,click,8
reaching,slow,6.0,672,21,green,15,2,1,click,2
reaching,slow,6.0,672,21,none,0,1,0,barspace,13
reaching,slow,6.0,672,21,none,0,1,0,click,9
reaching,slow,6.0,672,21,none,0,2,1,barspace,5
reaching,slow,6.0,672,21,none,0,2,1,click,4
reaching,slow,6.0,672,21,none,0,4,3,barspace,1
reaching,slow+rapid,2.5025003405291835,238,84,green,0,1,0,barspace,11
reaching,slow+rapid,2.5025003405291835,238,84,green,0,1,0,click,11
reaching,slow+rapid,2.5025003405291835,238,84,green,0,1,1,barspace,4
reaching,slow+rapid,2.5025003405291835,238,84,green,0,2,1,barspace,2
reaching,slow+rapid,2.5025003405291835,238,84,green,15,1,0,barspace,14
reaching,slow+rapid,2.5025003405291835,238,84,green,15,1,0,click,12
reaching,slow+rapid,2.5025003405291835,238,84,green,15,1,1,barspace,2
reaching,slow+rapid,2.5025003405291835,238,84,green,15,2,1,barspace,1
reaching,slow+rapid,2.5025003405291835,238,84,green,15,2,1,click,1
reaching,slow+rapid,2.5025003405291835,238,84,none,0,1,0,barspace,15
reaching,slow+rapid,2.5025003405291835,238,84,none,0,1,0,click,12
reaching,slow+rapid,2.5025003405291835,238,84,none,0,1,1,click,2
reaching,slow+rapid,2.5025003405291835,238,84,none,0,2,1,barspace,2
reaching,slow+rapid,2.5025003405291835,238,84,none,0,2,1,click,3
reaching,slow+rapid,3.0,336,84,green,0,1,0,barspace,20
reaching,slow+rapid,3.0,336,84,green,0,1,0,click,14
reaching,slow+rapid,3.0,336,84,green,0,1,1,barspace,2
reaching,slow+rapid,3.0,336,84,green,0,2,1,barspace,3
reaching,slow+rapid,3.0,336,84,green,0,2,1,click,6
reaching,slow+rapid,3.0,336,84,green,15,1,0,barspace,11
reaching,slow+rapid,3.0,336,84,green,15,1,0,click,10
reaching,slow+rapid,3.0,336,84,green,15,1,1,barspace,4
reaching,slow+rapid,3.0,336,84,green,15,1,1,click,1
reaching,slow+rapid,3.0,336,84,green,15,2,1,click,2
reaching,slow+rapid,3.0,336,84,none,0,1,0,barspace,13
reaching,slow+rapid,3.0,336,84,none,0,1,0,click,23
reaching,slow+rapid,3.0,336,84,none,0,1,1,barspace,4
reaching,slow+rapid,3.0,336,84,none,0,1,1,click,2
reaching,slow+rapid,3.0,336,84,none,0,2,1,barspace,2
reaching,slow+rapid,3.0,336,84,none,0,2,2,barspace,1
reaching,slow+rapid,3.5025003405291835,238,42,green,0,1,0,barspace,16
reaching,slow+rapid,3.5025003405291835,238,42,green,0,1,0,click,16
reaching,slow+rapid,3.5025003405291835,238,42,green,0,1,1,barspace,3
reaching,slow+rapid,3.5025003405291835,238,42,green,0,1,1,click,1
reaching,slow+rapid,3.5025003405291835,238,42,green,0,2,1,click,2
reaching,slow+rapid,3.5025003405291835,238,42,green,15,1,0,barspace,16
reaching,slow+rapid,3.5025003405291835,238,42,green,15,1,0,click,14
reaching,slow+rapid,3.5025003405291835,238,42,green,15,1,1,barspace,1
reaching,slow+rapid,3.5025003405291835,238,42,green,15,2,1,barspace,2
reaching,slow+rapid,3.5025003405291835,238,42,green,15,2,1,click,1
reaching,slow+rapid,3.5025003405291835,238,42,none,0,1,0,barspace,13
reaching,slow+rapid,3.5025003405291835,238,42,none,0,1,0,click,13
reaching,slow+rapid,3.5025003405291835,238,42,none,0,1,1,barspace,4
reaching,slow+rapid,3.5025003405291835,238,42,none,0,2,1,barspace,2
reaching,slow+rapid,3.5025003405291835,238,42,none,0,2,1,click,3
reaching,slow+rapid,4.0,336,42,green,0,1,0,barspace,14
reaching,slow+rapid,4.0,336,42,green,0,1,0,click,14
reaching,slow+rapid,4.0,336,42,green,0,1,1,click,1
reaching,slow+rapid,4.0,336,42,green,0,2,1,barspace,4
reaching,slow+rapid,4.0,336,42,green,0,2,1,click,2
reaching,slow+rapid,4.0,336,42,green,15,1,0,barspace,13
reaching,slow+rapid,4.0,336,42,green,15,1,0,click,19
reaching,slow+rapid,4.0,336,42,green,15,1,1,barspace,2
reaching,slow+rapid,4.0,336,42,none,0,1,0,barspace,15
reaching,slow+rapid,4.0,336,42,none,0,1,0,click,17
reaching,slow+rapid,4.0,336,42,none,0,1,1,barspace,1
reaching,slow+rapid,4.0,336,42,none,0,1,1,click,1
reaching,slow+rapid,4.0,336,42,none,0,2,1,barspace,1
reaching,slow+rapid,4.0,336,42,none,0,2,1,click,2
reaching,slow+rapid,4.0,672,84,green,0,1,0,barspace,25
reaching,slow+rapid,4.0,672,84,green,0,1,0,click,14
reaching,slow+rapid,4.0,672,84,green,0,1,1,click,2
reaching,slow+rapid,4.0,672,84,green,0,2,1,barspace,2
reaching,slow+rapid,4.0,672,84,green,0,2,1,click,2
reaching,slow+rapid,4.0,672,84,green,15,1,0,barspace,11
reaching,slow+rapid,4.0,672,84,green,15,1,0,click,15
reaching,slow+rapid,4.0,672,84,green,15,1,1,barspace,3
reaching,slow+rapid,4.0,672,84,green,15,2,1,barspace,1
reaching,slow+rapid,4.0,672,84,green,15,2,1,click,1
reaching,slow+rapid,4.0,672,84,none,0,1,0,barspace,14
reaching,slow+rapid,4.0,672,84,none,0,1,0,click,12
reaching,slow+rapid,4.0,672,84,none,0,1,1,barspace,4
reaching,slow+rapid,4.0,672,84,none,0,1,1,click,2
reaching,slow+rapid,4.0,672,84,none,0,2,1,barspace,1
reaching,slow+rapid,4.0,672,84,none,0,2,1,click,3
reaching,slow+rapid,4.502500340529183,238,21,green,0,1,0,barspace,7
reaching,slow+rapid,4.502500340529183,238,21,green,0,1,0,click,8
reaching,slow+rapid,4.502500340529183,238,21,green,0,1,1,barspace,2
reaching,slow+rapid,4.502500340529183,238,21,green,0,1,1,click,2
reaching,slow+rapid,4.502500340529183,238,21,green,0,2,2,barspace,1
reaching,slow+rapid,4.502500340529183,238,21,green,15,1,0,barspace,12
reaching,slow+rapid,4.502500340529183,238,21,green,15,1,0,click,7
reaching,slow+rapid,4.502500340529183,238,21,green,15,2,1,barspace,2
reaching,slow+rapid,4.502500340529183,238,21,none,0,1,0,barspace,4
reaching,slow+rapid,4.502500340529183,238,21,none,0,1,0,click,8
reaching,slow+rapid,4.502500340529183,238,21,none,0,1,1,barspace,2
reaching,slow+rapid,4.502500340529183,238,21,none,0,1,1,click,2
reaching,slow+rapid,4.502500340529183,238,21,none,0,2,1,barspace,1
reaching,slow+rapid,4.502500340529183,238,21,none,0,2,1,click,1
reaching,slow+rapid,5.0,336,21,green,0,1,0,barspace,5
reaching,slow+rapid,5.0,336,21,green,0,1,0,click,5
reaching,slow+rapid,5.0,336,21,green,0,1,1,barspace,2
reaching,slow+rapid,5.0,336,21,green,0,1,1,click,1
reaching,slow+rapid,5.0,336,21,green,0,2,1,barspace,1
reaching,slow+rapid,5.0,336,21,green,0,2,1,click,1
reaching,slow+rapid,5.0,336,21,green,15,1,0,barspace,13
reaching,slow+rapid,5.0,336,21,green,15,1,0,click,10
reaching,slow+rapid,5.0,336,21,green,15,1,1,click,1
reaching,slow+rapid,5.0,336,21,none,0,1,0,barspace,9
reaching,slow+rapid,5.0,336,21,none,0,1,0,click,9
reaching,slow+rapid,5.0,336,21,none,0,1,1,barspace,2
reaching,slow+rapid,5.0,336,21,none,0,2,1,barspace,1
reaching,slow+rapid,5.0,336,21,none,0,2,2,barspace,1
reaching,slow+rapid,5.0,672,42,green,0,1,0,barspace,14
reaching,slow+rapid,5.0,672,42,green,0,1,0,click,13
reaching,slow+rapid,5.0,672,42,green,0,1,1,barspace,1
reaching,slow+rapid,5.0,672,42,green,0,1,1,click,1
reaching,slow+rapid,5.0,672,42,green,0,2,1,barspace,1
reaching,slow+rapid,5.0,672,42,green,0,2,1,click,5
reaching,slow+rapid,5.0,672,42,green,0,2,2,click,1
reaching,slow+rapid,5.0,672,42,green,0,4,4,barspace,1
reaching,slow+rapid,5.0,672,42,green,15,1,0,barspace,17
reaching,slow+rapid,5.0,672,42,green,15,1,0,click,8
reaching,slow+rapid,5.0,672,42,green,15,1,1,click,1
reaching,slow+rapid,5.0,672,42,green,15,2,1,barspace,1
reaching,slow+rapid,5.0,672,42,green,15,2,1,click,1
reaching,slow+rapid,5.0,672,42,green,15,2,2,barspace,1
reaching,slow+rapid,5.0,672,42,green,15,3,2,barspace,1
reaching,slow+rapid,5.0,672,42,green,15,3,2,click,1
reaching,slow+rapid,5.0,672,42,none,0,1,0,barspace,14
reaching,slow+rapid,5.0,672,42,none,0,1,0,click,17
reaching,slow+rapid,5.0,672,42,none,0,2,1,barspace,4
reaching,slow+rapid,5.0,672,42,none,0,2,1,click,4
reaching,slow+rapid,6.0,672,21,green,0,1,0,barspace,7
reaching,slow+rapid,6.0,672,21,green,0,1,0,click,7
reaching,slow+rapid,6.0,672,21,green,0,2,1,click,3
reaching,slow+rapid,6.0,672,21,green,15,1,0,barspace,13
reaching,slow+rapid,6.0,672,21,green,15,1,0,click,12
reaching,slow+rapid,6.0,672,21,green,15,1,1,barspace,1
reaching,slow+rapid,6.0,672,21,green,15,2,1,barspace,2
reaching,slow+rapid,6.0,672,21,green,15,2,1,click,2
reaching,slow+rapid,6.0,672,21,none,0,1,0,barspace,6
reaching,slow+rapid,6.0,672,21,none,0,1,0,click,10
reaching,slow+rapid,6.0,672,21,none,0,1,1,barspace,1
reaching,slow+rapid,6.0,672,21,none,0,1,1,click,3
reaching,slow+rapid,6.0,672,21,none,0,2,1,barspace,2
reaching,slow+rapid,6.0,672,21,none,0,2,2,barspace,2
